neighborhood,zip,building_class,address,unit,url,floor,tower,br,ba,year_built,sale_price,sale_date
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B705,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B705""",7,MIDDLE,1,1,1960,"827,000.00",6/15/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,1501,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""1501""",15,RIGHT,1,1,1960,"695,000.00",7/8/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,387 GRAND STREET,K1302,"https://www.google.com/search?q=site%3Astreeteasy.com+""387+GRAND+STREET""+""K1302""",13,RIGHT,1,1,1960,"830,000.00",7/27/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A2006,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A2006""",20,LEFT,2,1,1960,"990,000.00",2/28/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J1804,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J1804""",18,RIGHT,2,1,1960,"985,000.00",5/23/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E1602,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1602""",16,MIDDLE,studio,1,1960,"498,000.00",8/3/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B1404,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B1404""",14,MIDDLE,1,1,1960,"750,000.00",8/4/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B906,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B906""",9,MIDDLE,3,1.5,1960,"711,500.00",9/21/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND ST,E204,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+ST""+""E204""",2,MIDDLE,1,1,1960,"610,000.00",11/3/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H1702,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1702""",17,MIDDLE,studio,1,1960,"480,000.00",11/4/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C1101,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C1101""",11,RIGHT,1,1,1960,"710,000.00",11/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E1707,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1707""",17,MIDDLE,1,1,1960,"787,000.00",11/17/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L1603,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L1603""",16,MIDDLE,1,1,1960,"803,000.00",12/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A2004,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A2004""",20,LEFT,2,1,1960,"985,000.00",1/12/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,387 GRAND STREET,K905,"https://www.google.com/search?q=site%3Astreeteasy.com+""387+GRAND+STREET""+""K905""",9,RIGHT,2,1,1960,"975,000.00",1/3/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H1505,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1505""",15,MIDDLE,1,1,1960,"600,000.00",1/30/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J906,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J906""",9,RIGHT,4,2,1960,"2,175,000.00",1/31/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F101,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F101""",1,LEFT,3,1.5,1960,"1,085,000.00",2/1/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F103,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F103""",1,LEFT,1,1,1960,"735,000.00",2/10/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E608,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E608""",6,MIDDLE,1,1,1960,"730,000.00",2/28/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C407,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C407""",4,RIGHT,2,1,1960,"999,900.00",8/23/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 EAST BROADWAY,G401,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+EAST+BROADWAY""+""G401""",4,LEFT,3,1.5,1960,"1,250,000.00",3/21/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H1405,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1405""",14,MIDDLE,1,1,1960,"585,000.00",4/4/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,383 GRAND STREET,M304,"https://www.google.com/search?q=site%3Astreeteasy.com+""383+GRAND+STREET""+""M304""",3,LEFT,2,2,1960,"1,300,000.00",7/21/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J107,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J107""",1,RIGHT,2,1,1960,"1,019,500.00",4/7/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H1907,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1907""",19,MIDDLE,1,1,1960,"750,000.00",5/3/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A203,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A203""",2,LEFT,1,1,1960,"855,000.00",5/16/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F1201,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F1201""",12,LEFT,3,1.5,1960,"1,290,000.00",6/22/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B1806,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B1806""",18,MIDDLE,3,1.5,1960,"1,575,007.00",6/23/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H707,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H707""",7,MIDDLE,1,1,1960,"730,000.00",7/18/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H1008,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1008""",10,MIDDLE,1,1,1960,"775,000.00",7/19/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J1601,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J1601""",16,RIGHT,1,1,1960,"675,000.00",7/19/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A1305,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A1305""",13,LEFT,2,1,1960,"970,000.00",4/10/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E707,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E707""",7,MIDDLE,1,1,1960,"715,000.00",8/2/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C1303,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C1303""",13,RIGHT,1,1,1960,"880,000.00",8/3/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND ST,L1507,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+ST""+""L1507""",15,MIDDLE,1,1,1960,"800,000.00",8/17/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B706,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B706""",7,MIDDLE,3,1.5,1960,"1,285,000.00",9/13/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B502,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B502""",5,MIDDLE,studio,1,1960,"455,000.00",9/18/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E1801,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1801""",18,MIDDLE,2,1,1960,"950,000.00",3/2/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 E. BROADWAY,G1005,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+E.+BROADWAY""+""G1005""",10,LEFT,2,1,1960,"950,000.00",8/30/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H1908,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1908""",19,MIDDLE,1,1,1960,"790,000.00",10/27/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E1407,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1407""",14,MIDDLE,1,1,1960,"735,688.00",11/1/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 EAST BROADWAY,G605,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+EAST+BROADWAY""+""G605""",6,LEFT,2,1,1960,"950,000.00",3/8/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F1102,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F1102""",11,LEFT,1,1,1960,"440,000.00",11/3/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 EAST BROADWAY,G1402,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+EAST+BROADWAY""+""G1402""",14,LEFT,1,1,1960,"450,000.00",11/7/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H306,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H306""",3,MIDDLE,3,1.5,1960,"1,300,000.00",11/8/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D105,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D105""",1,RIGHT,2,1,1960,"999,000.00",4/5/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C1301,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C1301""",13,RIGHT,1,1,1960,"670,000.00",11/20/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H605,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H605""",6,MIDDLE,1,1,1960,"630,000.00",11/29/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F1905,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F1905""",19,LEFT,2,1,1960,"949,000.00",2/3/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E1601,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1601""",16,MIDDLE,2,1,1960,"935,000.00",3/15/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L302,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L302""",3,MIDDLE,studio,1,1960,"515,000.00",12/19/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L902,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L902""",9,MIDDLE,studio,1,1960,"460,000.00",1/4/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H101,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H101""",1,MIDDLE,2,1,1960,"860,000.00",3/24/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H1308,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1308""",13,MIDDLE,1,1,1960,"765,000.00",1/16/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B1406,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B1406""",14,MIDDLE,3,1.5,1960,"1,300,000.00",1/31/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,383 GRAND STREET,M902,"https://www.google.com/search?q=site%3Astreeteasy.com+""383+GRAND+STREET""+""M902""",9,LEFT,1,1,1960,"450,000.00",2/2/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C1906,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C1906""",19,RIGHT,2,1,1960,"900,000.00",7/16/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L307,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L307""",3,MIDDLE,1,1,1960,"780,000.00",2/9/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A306,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A306""",3,LEFT,2,1,1960,"890,000.00",3/11/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D1305,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D1305""",13,RIGHT,2,1,1960,"860,000.00",1/28/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D401,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D401""",4,RIGHT,1,1,1960,"650,000.00",3/13/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D207,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D207""",2,RIGHT,2,1,1960,"1,050,000.00",9/4/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B1504,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B1504""",15,MIDDLE,1,1,1960,"650,000.00",4/2/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J1605,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J1605""",16,RIGHT,2,1,1960,"488,800.00",2/11/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,383 GRAND STREET,M1602,"https://www.google.com/search?q=site%3Astreeteasy.com+""383+GRAND+STREET""+""M1602""",16,LEFT,1,1,1960,"433,000.00",4/19/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J1803,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J1803""",18,RIGHT,1,1,1960,"999,000.00",4/26/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A705,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A705""",7,LEFT,2,1,1960,"467,225.00",12/9/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E1704,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1704""",17,MIDDLE,1,1,1960,"650,000.00",5/8/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C2003,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C2003""",20,RIGHT,1,1,1960,"910,000.00",6/17/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H907,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H907""",9,MIDDLE,1,1,1960,"740,000.00",6/25/2024